ID_Cliente,Cancelou,Genero,Idoso,Tem_Conjuge,Tem_Dependentes,Meses_Permanencia,Servico_Telefone,Multiplas_Linhas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Cobranca_Mensal,Cobranca_Total
1015-OWJKI,Não,Masculino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.05,1905.0
1016-DJTSV,Não,Masculino,1,Não,Não,8,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.7,57285.0
1017-FBQMM,Não,Feminino,0,Sim,Sim,62,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Cartão de crédito,106.05,67035.0
1020-JPQOW,Não,Feminino,0,Sim,Não,56,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,90.55,51166.0
1022-RKXDR,Não,Feminino,0,Não,Não,41,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Cheque enviado,24.85,96225.0
1023-BQXZE,Não,Masculino,0,Não,Não,57,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,Sim,Transf. bancária,74.35,431735.0
1024-GUALD,Sim,Feminino,0,Sim,Não,1,Não,Sem telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,24.8,248.0
1024-KPRBB,Não,Feminino,0,Não,Não,38,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Cheque enviado,89.1,3342.0
1024-VRZHF,Sim,Masculino,0,Sim,Não,11,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.95,8257.0
1025-FALIX,Não,Feminino,0,Não,Não,26,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,69.05,181565.0
1027-LKKQQ,Não,Feminino,0,Sim,Sim,72,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,80.45,588685.0
1028-FFNJK,Não,Masculino,1,Sim,Não,30,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.5,291765.0
1029-QFBEN,Sim,Masculino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.55,1955.0
1031-IIDEO,Sim,Feminino,0,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.85,7085.0
1032-MAELW,Não,Feminino,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,Cheque eletrônico,78.45,533335.0
1035-IPQPU,Não,Feminino,1,Sim,Não,63,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,103.5,64794.0
1036-GUDCL,Não,Masculino,0,Sim,Sim,60,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito,79.05,46634.0
1038-RQOST,Não,Masculino,0,Sim,Sim,19,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.6,41495.0
1038-ZAGBI,Sim,Feminino,0,Sim,Sim,12,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Transf. bancária,19.8,2296.0
1041-RXHRA,Sim,Feminino,0,Não,Não,41,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Transf. bancária,70.25,286805.0
1042-HFUCW,Não,Feminino,0,Não,Sim,25,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito,54.75,126635.0
1043-UXOVO,Não,Feminino,0,Não,Não,71,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,113.15,79933.0
1043-YCUTE,Sim,Masculino,0,Sim,Não,56,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Cartão de crédito,25.15,132715.0
1045-LTCYT,Não,Feminino,0,Sim,Sim,8,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cartão de crédito,21.05,13975.0
1047-NNCBF,Não,Masculino,0,Não,Não,20,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito,70.55,149355.0
1047-RNXZV,Não,Masculino,0,Não,Não,43,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,19.55,87615.0
1049-FYSYG,Não,Feminino,0,Sim,Não,17,Não,Sem telefone,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito,35.65,64605.0
1051-EQPZR,Não,Feminino,0,Sim,Sim,44,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.6,78025.0
1051-GEJLJ,Não,Feminino,0,Não,Não,2,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.5,2755.0
1052-QJIBV,Não,Feminino,0,Sim,Sim,71,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.9,13973.0
1053-MXTTK,Não,Feminino,0,Sim,Sim,72,Sim,Não,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,108.65,772635.0
1057-FOGLZ,Não,Feminino,0,Não,Não,18,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.65,3917.0
1060-ENTOF,Não,Feminino,1,Sim,Não,67,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,Cartão de crédito,105.4,70356.0
1061-PNTHC,Não,Feminino,0,Sim,Sim,56,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque enviado,109.6,5953.0
1062-LHZOD,Sim,Masculino,0,Sim,Sim,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,69.9,699.0
1063-DHQJF,Não,Masculino,0,Sim,Sim,69,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Sim,Não,Bianual,Sim,Cheque enviado,92.15,64809.0
1064-FBXNK,Não,Masculino,0,Sim,Sim,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cartão de crédito,19.85,1985.0
1066-JKSGK,Sim,Masculino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.15,2015.0
1069-QJOEE,Não,Masculino,0,Sim,Sim,25,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque eletrônico,19.9,50545.0
1069-XAIEM,Sim,Feminino,1,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,85.05,8505.0
1073-XXCZD,Não,Masculino,0,Sim,Não,55,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,25.7,144365.0
1074-AMIOH,Não,Feminino,0,Sim,Sim,53,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Transf. bancária,108.25,59351.0
1074-WVEVG,Não,Feminino,0,Sim,Não,59,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,20.35,1267.0
1075-BGWOH,Sim,Masculino,1,Sim,Não,16,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.75,158755.0
1077-HUUJM,Não,Feminino,0,Não,Sim,7,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,71.05,47265.0
1078-TDCRN,Não,Feminino,1,Sim,Não,3,Não,Sem telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,30.75,8285.0
1080-BWSYE,Não,Masculino,1,Sim,Não,64,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,25.65,17408.0
1084-MNSMJ,Não,Feminino,0,Sim,Sim,51,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartão de crédito,85.5,442195.0
1084-UQCHV,Sim,Masculino,0,Não,Sim,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Transf. bancária,69.75,6975.0
1085-LDWAM,Não,Feminino,0,Sim,Sim,69,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Cartão de crédito,20.35,144265.0
1086-LXKFY,Sim,Feminino,0,Sim,Sim,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,69.1,691.0
1087-GRUYI,Não,Masculino,0,Sim,Não,38,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,20.4,7435.0
1087-UDSIH,Sim,Feminino,0,Não,Não,3,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Sim,Cheque enviado,19.6,5975.0
1088-AUUZZ,Não,Masculino,0,Sim,Sim,56,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Sim,Bianual,Sim,Cartão de crédito,75.85,42612.0
1088-CNNKB,Não,Masculino,0,Sim,Não,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Não,Cartão de crédito,80.0,50402.0
1089-HDMKP,Não,Masculino,1,Não,Sim,11,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,54.55,60125.0
1089-XZWHH,Não,Feminino,0,Sim,Sim,24,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Cheque enviado,19.7,49405.0
1090-ESELR,Não,Masculino,0,Sim,Sim,72,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Bianual,Não,Transf. bancária,105.5,761155.0
1090-PYKCI,Não,Feminino,0,Sim,Sim,69,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Não,Anual,Sim,Cartão de crédito,105.1,72348.0
1091-SOZGA,Não,Feminino,0,Sim,Sim,56,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito,99.8,551545.0
1092-GANHU,Sim,Masculino,0,Não,Não,17,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.65,131355.0
1092-WPIVQ,Não,Feminino,0,Sim,Sim,18,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,25.1,42845.0
1093-YSWCA,Não,Masculino,0,Não,Não,11,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.55,22315.0
1094-BKOSX,Não,Feminino,0,Sim,Sim,45,Não,Sem telefone,DSL,Não,Sim,Sim,Sim,Não,Sim,Anual,Não,Transf. bancária,51.0,22645.0
1095-JUDTC,Sim,Feminino,1,Não,Não,47,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,95.05,450455.0
1095-WGNGG,Não,Feminino,0,Sim,Não,61,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Bianual,Sim,Transf. bancária,101.05,597125.0
1096-ADRUX,Não,Feminino,0,Sim,Sim,66,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Anual,Sim,Transf. bancária,74.25,485925.0
1097-FSPVW,Não,Feminino,0,Não,Não,42,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,Cartão de crédito,54.55,245505.0
1098-KFQEC,Não,Feminino,0,Sim,Sim,55,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,19.4,1083.0
1098-TDVUQ,Não,Feminino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Sim,Transf. bancária,19.25,1925.0
1099-BTKWT,Não,Feminino,0,Sim,Não,68,Não,Sem telefone,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,54.4,372365.0
1099-GODLO,Não,Feminino,0,Sim,Sim,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,20.35,2035.0
1100-DDVRV,Não,Masculino,0,Sim,Não,17,Não,Sem telefone,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque enviado,49.8,83635.0
1101-SSWAG,Não,Feminino,0,Sim,Não,15,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,51.1,71115.0
1104-FEJAM,Não,Masculino,0,Sim,Sim,28,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,64.4,180215.0
1104-TNLZA,Não,Masculino,1,Sim,Não,28,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,105.8,2998.0
1106-HRLKZ,Não,Masculino,0,Sim,Sim,40,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,19.6,80895.0
1110-KYLGQ,Não,Feminino,0,Não,Não,63,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cartão de crédito,108.25,67801.0
1112-CUNAO,Sim,Feminino,1,Não,Não,15,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,89.85,142495.0
1113-IUJYX,Sim,Feminino,0,Sim,Não,14,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Anual,Não,Cheque enviado,105.95,13489.0
1114-CENIM,Sim,Masculino,0,Não,Sim,54,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,55.0,309265.0
1116-DXXDF,Não,Masculino,0,Não,Não,39,Sim,Não,Fibra optica,Sim,Não,Sim,Não,Sim,Sim,Bianual,Sim,Cheque eletrônico,100.45,38017.0
1116-FRYVH,Não,Feminino,0,Sim,Sim,48,Não,Sem telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Bianual,Não,Cheque enviado,39.4,197865.0
1120-BMWUB,Sim,Feminino,0,Não,Não,16,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,53.9,83415.0
1121-QSIVB,Não,Feminino,0,Não,Sim,44,Sim,Sim,DSL,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cheque enviado,77.55,34711.0
1122-JWTJW,Sim,Masculino,0,Sim,Sim,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,70.65,7065.0
1122-YJBCS,Não,Masculino,0,Sim,Não,69,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Sim,Cartão de crédito,53.65,38044.0
1125-SNVCK,Não,Feminino,1,Não,Não,49,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,43.8,210605.0
1131-ALZWV,Não,Feminino,0,Não,Não,24,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Transf. bancária,24.6,60525.0
1131-QQZEB,Não,Masculino,1,Sim,Não,71,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,23.95,17562.0
1131-SUEKT,Não,Masculino,0,Sim,Sim,61,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Transf. bancária,98.45,61452.0
1133-KXCGE,Não,Feminino,0,Não,Não,18,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,20.1,40705.0
1134-YWTYF,Não,Masculino,0,Sim,Não,27,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,53.8,138985.0
1135-HIORI,Não,Feminino,0,Sim,Sim,64,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,111.45,726695.0
1135-LMECX,Não,Feminino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,19.85,1985.0
1136-XGEQU,Não,Feminino,0,Sim,Sim,50,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito,84.15,41644.0
1137-DGOWI,Não,Feminino,0,Sim,Não,30,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Sim,Anual,Não,Transf. bancária,70.25,21989.0
1139-WUOAH,Não,Masculino,0,Não,Não,57,Não,Sem telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,Bianual,Não,Cartão de crédito,53.35,309005.0
1140-UKVZG,Não,Feminino,0,Não,Não,17,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,24.8,47525.0
1142-IHLOO,Não,Feminino,0,Não,Não,51,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Anual,Não,Cartão de crédito,87.55,44759.0
1142-WACZW,Sim,Masculino,0,Não,Não,2,Não,Sem telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Transf. bancária,29.85,756.0
1143-NMNQJ,Sim,Feminino,0,Não,Não,2,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,85.7,1698.0
1150-FTQGN,Não,Feminino,0,Sim,Sim,60,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Não,Anual,Não,Transf. bancária,94.15,58118.0
1150-WFARN,Sim,Feminino,0,Sim,Sim,67,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,108.75,71562.0
1153-GNOLC,Não,Masculino,0,Não,Não,33,Não,Sem telefone,DSL,Não,Sim,Não,Não,Sim,Não,Anual,Sim,Cheque eletrônico,39.1,1309.0
1154-HYWWO,Não,Masculino,0,Não,Não,38,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Anual,Não,Cheque enviado,70.6,27082.0
1156-ZFYDO,Não,Feminino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque eletrônico,19.75,1975.0
1157-BQCUW,Sim,Masculino,0,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.95,7495.0
1159-WFSGR,Não,Feminino,0,Sim,Sim,16,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque eletrônico,20.4,3214.0
1162-ECVII,Não,Masculino,1,Sim,Não,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,109.75,79325.0
1163-ONYEY,Não,Masculino,0,Sim,Sim,41,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito,74.55,302355.0
1163-VIPRI,Não,Feminino,0,Sim,Sim,65,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Não,Cheque eletrônico,109.3,733755.0
1166-PQLGG,Não,Feminino,0,Sim,Sim,72,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,19.55,146345.0
1167-OYZJF,Não,Feminino,1,Sim,Não,67,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Transf. bancária,20.05,126305.0
1169-SAOCL,Não,Masculino,0,Não,Não,49,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Transf. bancária,106.65,51681.0
1169-WCVAK,Não,Masculino,0,Sim,Não,19,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Cartão de crédito,88.8,167235.0
1170-SASML,Não,Feminino,0,Sim,Não,69,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Transf. bancária,85.4,58694.0
1171-TYKUR,Não,Masculino,0,Sim,Não,47,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque eletrônico,25.4,11392.0
1172-VIYBP,Não,Masculino,0,Sim,Sim,53,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Sim,Bianual,Não,Transf. bancária,69.7,368605.0
1173-NOEYG,Não,Feminino,0,Sim,Não,27,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Transf. bancária,90.15,24234.0
1173-XZPYF,Não,Feminino,0,Não,Não,11,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,89.2,9903.0
1174-FGIFN,Não,Feminino,0,Sim,Sim,28,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Não,Sim,Anual,Sim,Cheque eletrônico,90.45,250925.0
1177-XZBJL,Não,Masculino,0,Sim,Sim,53,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Transf. bancária,64.15,349155.0
1178-PZGAB,Não,Feminino,0,Não,Não,19,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cartão de crédito,20.25,38365.0
1179-INLAT,Não,Masculino,0,Não,Não,3,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Cheque enviado,19.45,6925.0
1183-CANVH,Não,Feminino,0,Sim,Não,23,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Anual,Não,Transf. bancária,60.0,134715.0
1184-PJVDB,Sim,Masculino,0,Sim,Não,10,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,79.95,8572.0
1187-WILMM,Não,Masculino,0,Sim,Sim,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,89.4,559765.0
1193-RTSLK,Sim,Feminino,0,Não,Não,38,Sim,Não,Fibra optica,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito,83.9,32336.0
1194-BHJYC,Não,Masculino,0,Sim,Não,61,Não,Sem telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cheque enviado,62.15,377885.0
1194-HVAIF,Não,Feminino,0,Sim,Não,27,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cartão de crédito,95.0,246255.0
1194-SPVSP,Não,Masculino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Transf. bancária,19.65,1965.0
1195-OIYEJ,Sim,Masculino,0,Não,Não,13,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,91.1,11357.0
1196-AMORA,Sim,Masculino,0,Não,Não,7,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,73.6,520.0
1197-BVMVG,Não,Feminino,1,Não,Não,4,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.45,29445.0
1200-TUZHR,Não,Feminino,1,Não,Não,8,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,85.2,69575.0
1202-KKGFU,Não,Feminino,0,Sim,Não,12,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,Transf. bancária,54.2,6905.0
1205-WNWPJ,Sim,Feminino,0,Não,Não,7,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque enviado,59.5,41595.0
1206-EHBDD,Não,Feminino,0,Sim,Não,56,Sim,Não,Fibra optica,Sim,Não,Sim,Não,Não,Não,Bianual,Não,Transf. bancária,80.3,451365.0
1207-BLKSA,Não,Feminino,0,Sim,Sim,52,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,23.05,12551.0
1208-DNHLN,Sim,Masculino,0,Sim,Sim,23,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Anual,Sim,Cartão de crédito,48.35,106715.0
1208-NBVFH,Não,Masculino,0,Sim,Sim,20,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.6,9398.0
1209-VFFOC,Não,Masculino,0,Sim,Sim,68,Não,Sem telefone,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bianual,Sim,Cheque enviado,56.4,394845.0
1212-GLHMD,Não,Masculino,0,Não,Não,3,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque enviado,86.05,24485.0
1213-NGCUN,Sim,Feminino,0,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Transf. bancária,49.65,26735.0
1215-EXRMO,Não,Masculino,0,Sim,Não,50,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,20.55,106765.0
1215-FIGMP,Não,Masculino,0,Não,Não,60,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Transf. bancária,89.9,54507.0
1215-VFYVK,Não,Feminino,0,Não,Não,4,Não,Sem telefone,DSL,Sim,Não,Sim,Sim,Não,Sim,Mensal,Não,Cheque enviado,48.25,20225.0
1216-BGTSP,Não,Masculino,0,Não,Não,45,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito,108.45,49647.0
1216-JWVUX,Não,Masculino,0,Sim,Sim,25,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.5,190105.0
